job_title,seniority_level,status,company,location,post_date,headquarter,industry,ownership,company_size,revenue,skills,salary_max,company_size_num,company_size_group,skills_clean,skill_count,salary_max_new
data scientist,senior,hybrid,company_003,"Grapevine, TX . Hybrid",17 days ago,"Bentonville, AR, US",Retail,Public,€352.44B,Public,"['spark', 'r', 'python', 'scala', 'machine learning', 'tensorflow']",200938.0,352440000000.0,large,spark|r|python|scala|machine learning|tensorflow,6,261219.40000000002
data scientist,lead,hybrid,company_005,"Fort Worth, TX . Hybrid",15 days ago,"Detroit, MI, US",Manufacturing,Public,"155,030",€51.10B,"['spark', 'r', 'python', 'sql', 'machine learning']",118733.0,155030.0,large,spark|r|python|sql|machine learning,5,154352.9
data scientist,senior,on-site,company_007,"Austin, TX . Toronto, Ontario, Canada . Kirkland, WA . Orlando, FL . Edmonton, Alberta, Canada + 1 More",a month ago,"Redwood City, CA, US",Technology,Public,"25,930",€33.80B,"['aws', 'git', 'python', 'docker', 'sql', 'machine learning', 'gcp', 'kubernetes', 'deep learning']",159559.0,25930.0,large,aws|git|python|docker|sql|machine learning|gcp|kubernetes|deep learning,9,207426.7
data scientist,senior,hybrid,company_008,"Chicago, IL . Scottsdale, AZ . Austin, TX . Hybrid",8 days ago,"San Jose, CA, US",Technology,Public,"34,690",€81.71B,"['sql', 'r', 'python']",194402.0,34690.0,large,sql|r|python,3,252722.6
data scientist,,on-site,company_009,On-site,3 days ago,"Stamford, CT, US",Finance,Private,"1,800",Private,[],228337.0,1800.0,medium,,0,251170.7
data scientist,lead,,company_013,"New York, NY",3 months ago,"New York, NY, US",Technology,Private,150,€2.16B,"['scikit-learn', 'python', 'scala', 'sql', 'machine learning', 'tensorflow']",251170.0,150.0,small,scikit-learn|python|scala|sql|machine learning|tensorflow,6,251170.0
data scientist,junior,,company_014,"Berkeley, CA",15 days ago,"Berkeley, CA, US",Education,,"17,471",Education,[],70144.0,17471.0,medium,,0,77158.40000000001
machine learning engineer,senior,on-site,company_015,"Menlo Park, CA",9 days ago,"Menlo Park, CA, US",Technology,Public,900,Public,['machine learning'],132440.0,900.0,small,machine learning,1,132440.0
data scientist,senior,remote,company_019,Fully Remote,6 days ago,"Boston, MA, US",Technology,Private,126,Private,[],207331.0,126.0,small,,0,207331.0
data scientist,senior,on-site,company_021,On-site,a day ago,"San Francisco, CA, US",Technology,Public,"5,520",€61.06B,[],219201.0,5520.0,medium,,0,241121.1
data scientist,senior,,company_022,"Atlanta, GA",15 days ago,"Charlotte, NC, US",Technology,Public,"103,010",€128.13B,"['pytorch', 'r', 'python', 'sql', 'machine learning', 'keras', 'deep learning', 'tensorflow']",96815.0,103010.0,large,pytorch|r|python|sql|machine learning|keras|deep learning|tensorflow,8,125859.5
data scientist,midlevel,,company_027,Greater Vancouver Metropolitan Area,6 days ago,"Vancouver, BC, CA",Education,,240,Education,"['java', 'git', 'python']",89293.0,240.0,small,java|git|python,3,89293.0
data scientist,senior,remote,company_029,"Minneapolis, MN . Fully Remote",8 days ago,"Golden Valley, MN, US",Manufacturing,Public,"21,030",€43.18B,"['sql', 'machine learning', 'python']",165954.0,21030.0,large,sql|machine learning|python,3,215740.2
data scientist,senior,on-site,company_031,"Titusville, NJ . Titusville, New Jersey, United States",19 days ago,"New Brunswick, NJ, US",Healthcare,Public,"128,890",€413.02B,"['sql', 'machine learning', 'r', 'python']",117823.0,128890.0,large,sql|machine learning|r|python,4,153169.9
data scientist,senior,on-site,company_034,"Arlington, VA",a month ago,"Baltimore, MD, US",Technology,Private,45,Private,"['pandas', 'powerbi', 'python', 'java', 'sql', 'machine learning', 'tableau']",150700.0,45.0,small,pandas|powerbi|python|java|sql|machine learning|tableau,7,150700.0
data scientist,senior,remote,company_037,Fully Remote,14 days ago,"San Francisco, CA, US",Finance,Private,300,Private,[],134266.0,300.0,small,,0,134266.0
data scientist,lead,,company_038,"Bengaluru, Karnataka, India",6 days ago,"Kista, SE",Technology,Public,"132,000",€17.41B,"['spark', 'aws', 'r', 'python', 'machine learning', 'gcp', 'deep learning', 'hadoop', 'azure']",52746.0,132000.0,large,spark|aws|r|python|machine learning|gcp|deep learning|hadoop|azure,9,68569.8
data scientist,lead,on-site,company_039,"Charlotte, NC . On-site",8 days ago,"San Francisco, CA, US",Finance,Public,"257,150",€163.38B,"['aws', 'r', 'python', 'sql', 'machine learning', 'azure', 'tableau']",198196.0,257150.0,large,aws|r|python|sql|machine learning|azure|tableau,7,257654.80000000002
data scientist,senior,remote,company_040,Fully Remote,13 days ago,"San Francisco, CA, US",Education,Private,130,€1.29B,[],228338.0,130.0,small,,0,228338.0
machine learning engineer,junior,,company_041,"Basel, Basel, Switzerland",19 days ago,"BS, CH",Healthcare,Public,"93,580",€247.18B,"['pytorch', 'python', 'machine learning', 'deep learning', 'tensorflow']",80123.0,93580.0,large,pytorch|python|machine learning|deep learning|tensorflow,5,104159.90000000001
data scientist,senior,on-site,company_043,"Toronto, Ontario, Canada . On-site",8 days ago,"Toronto, ON, CA",Finance,Public,"44,010",Public,"['pytorch', 'spark', 'git', 'r', 'python', 'sql', 'machine learning', 'tensorflow']",72611.0,44010.0,large,pytorch|spark|git|r|python|sql|machine learning|tensorflow,8,94394.3
data scientist,senior,on-site,company_044,"Findlay, OH . Denver, CO . San Antonio, TX",8 days ago,"Findlay, OH, US",Energy,Public,"11,610",€51.40B,"['pytorch', 'scikit-learn', 'python', 'machine learning', 'deep learning', 'tensorflow']",164221.0,11610.0,medium,pytorch|scikit-learn|python|machine learning|deep learning|tensorflow,6,180643.1
data scientist,senior,on-site,company_045,"Toronto, Ontario, Canada",6 days ago,"Toronto, ON, CA",Technology,Private,300,Private,"['airflow', 'spark', 'machine learning', 'python']",85044.0,300.0,small,airflow|spark|machine learning|python,4,85044.0
data scientist,senior,,company_046,"San Francisco, CA",3 months ago,"San Francisco, CA, US",Technology,Private,100,€913.33M,[],210074.0,100.0,small,,0,210074.0
data scientist,lead,,company_047,"Bengaluru, Karnataka, India",a month ago,"Bengaluru, KA, IN",Technology,Public,"222,070",€24.36B,"['deep learning', 'machine learning']",10049.0,222070.0,large,deep learning|machine learning,2,13063.7
data scientist,,remote,company_048,"Remote, US . Fully Remote",3 months ago,"San Francisco, CA, US",Technology,Private,340,€1.49B,[],109601.0,340.0,small,,0,109601.0
data scientist,senior,,company_049,"Huntsville, AL . Merritt Island, FL . Seattle, WA",15 days ago,"Kent, WA, US",Technology,Private,"3,780",Private,"['aws', 'git', 'r', 'python', 'docker', 'machine learning', 'kubernetes', 'deep learning', 'azure']",175240.0,3780.0,medium,aws|git|r|python|docker|machine learning|kubernetes|deep learning|azure,9,192764.00000000003
data scientist,senior,,company_050,"San Francisco, CA",8 days ago,"San Francisco, CA, US",Education,Private,807,€3.45B,"['sql', 'machine learning', 'r', 'python']",150707.0,807.0,small,sql|machine learning|r|python,4,150707.0
data scientist,senior,on-site,company_051,"Laurel, MD",a month ago,"Laurel, MD, US",Technology,,"8,010",Education,['python'],210071.0,8010.0,medium,python,1,231078.1
machine learning engineer,senior,,company_052,"Amsterdam, North Holland, Netherlands",a month ago,"San Francisco, CA, US",Technology,Public,"26,950",€53.20B,"['sql', 'machine learning', 'python']",72515.0,26950.0,large,sql|machine learning|python,3,94269.5
data scientist,lead,on-site,company_054,"Richmond, VA . On-site",7 days ago,"Washington, DC, US",Technology,Public,"4,820",€29.92B,"['machine learning', 'python']",112288.0,4820.0,medium,machine learning|python,2,123516.8
data scientist,lead,hybrid,company_057,"Seattle, WA . Hybrid",25 days ago,"Seattle, WA, US",Retail,Public,"157,200",Public,"['r', 'python', 'sql', 'machine learning', 'tableau']",132437.0,157200.0,large,r|python|sql|machine learning|tableau,5,172168.1
data scientist,senior,hybrid,company_061,"Manchester, England, United Kingdom . Hybrid",15 days ago,"Manchester, GB",Technology,Public,"1,320",Public,"['spark', 'python', 'airflow', 'sql', 'machine learning']",63936.0,1320.0,medium,spark|python|airflow|sql|machine learning,5,70329.6
data scientist,senior,on-site,company_054,"Richmond, VA . On-site",7 days ago,"Washington, DC, US",Technology,Public,"4,780",€30.07B,"['machine learning', 'python']",112291.0,4780.0,medium,machine learning|python,2,123520.1
,midlevel,,company_064,"Barcelona, Catalonia, Spain",7 days ago,"Barcelona, CT, ES",Technology,,900,Nonprofit,"['git', 'r', 'python', 'linux', 'bash']",28068.0,900.0,small,git|r|python|linux|bash,5,28068.0
data scientist,senior,on-site,company_065,"Toronto, Ontario, Canada",3 days ago,"Cherry Hill, NJ, US",Technology,Private,"26,070",Private,"['pandas', 'numpy', 'scikit-learn', 'python', 'sql', 'azure', 'tableau']",124946.0,26070.0,large,pandas|numpy|scikit-learn|python|sql|azure|tableau,7,162429.80000000002
data scientist,senior,hybrid,company_066,"Foster City, CA . Hybrid",3 years ago,"Foster City, CA, US",Technology,Private,"1,790",Private,[],269440.0,1790.0,medium,,0,296384.0
data scientist,senior,hybrid,company_067,"San Francisco, CA, US . Seattle, WA, US . Hybrid",19 days ago,"San Francisco, CA, US",Technology,Public,"5,260",€14.35B,[],260211.0,5260.0,medium,,0,286232.10000000003
data scientist,lead,,company_069,United States,a month ago,"Chicago, IL, US",Technology,Private,210,Private,"['pytorch', 'spark', 'scikit-learn', 'python', 'neural network', 'machine learning', 'deep learning', 'tensorflow']",114355.0,210.0,small,pytorch|spark|scikit-learn|python|neural network|machine learning|deep learning|tensorflow,8,114355.0
data scientist,midlevel,on-site,company_071,"Cambridge, MA",15 days ago,"Cambridge, MA, US",Technology,Public,"9,070",Public,"['r', 'python', 'sql', 'machine learning', 'tableau']",198198.0,9070.0,medium,r|python|sql|machine learning|tableau,5,218017.80000000002
data scientist,senior,,company_075,"Atlanta, GA",20 days ago,"Atlanta, GA, US",Technology,Public,"9,030",€49.86B,"['sql', 'machine learning', 'tableau', 'python']",105035.0,9030.0,medium,sql|machine learning|tableau|python,4,115538.50000000001
data scientist,senior,remote,company_077,United States . Fully Remote,2 months ago,"Phoenix, AZ, US",Technology,Private,60,Private,"['sql', 'machine learning', 'tableau', 'python']",164406.0,60.0,small,sql|machine learning|tableau|python,4,164406.0
data scientist,senior,on-site,company_078,"San Diego, CA",9 days ago,"San Diego, CA, US",Technology,Public,"41,020",€111.15B,"['pytorch', 'python', 'docker', 'sql', 'neural network', 'kubernetes', 'tensorflow']",140661.0,41020.0,large,pytorch|python|docker|sql|neural network|kubernetes|tensorflow,7,182859.30000000002
data scientist,senior,hybrid,company_080,"Toronto, Ontario, Canada . Montreal, Quebec, Canada . Hybrid",8 days ago,"Toronto, ON, CA",Finance,Public,"26,040",Public,"['machine learning', 'r', 'python']",73739.0,26040.0,large,machine learning|r|python,3,95860.7
data scientist,senior,hybrid,company_081,"New York, NY . Hybrid",6 days ago,"San Francisco, CA, US",Technology,Public,"5,050",€4.67B,[],168971.0,5050.0,medium,,0,185868.1
data scientist,senior,on-site,company_084,On-site,14 days ago,"Cary, NC, US",Technology,Private,990,€29.17B,[],228515.0,990.0,small,,0,228515.0
data scientist,senior,,company_089,"New York, NY",8 days ago,"Washington, DC, US",Finance,Public,"2,290",Public,"['aws', 'git', 'python', 'sql', 'machine learning']",159840.0,2290.0,medium,aws|git|python|sql|machine learning,5,175824.0
machine learning engineer,senior,,company_049,"Seattle, WA",15 days ago,"Kent, WA, US",Technology,Private,"3,810",Private,"['pandas', 'pytorch', 'aws', 'python', 'docker', 'machine learning', 'kubernetes', 'deep learning', 'azure', 'tensorflow']",227055.0,3810.0,medium,pandas|pytorch|aws|python|docker|machine learning|kubernetes|deep learning|azure|tensorflow,10,249760.50000000003
data scientist,senior,hybrid,company_092,"McLean, VA . Hybrid",8 days ago,"Toronto, ON, CA",Technology,Public,"24,040",Public,"['java', 'machine learning', 'r', 'python']",172402.0,24040.0,large,java|machine learning|r|python,4,224122.6
data scientist,lead,on-site,company_093,"Seattle, Washington, United States . On-site",12 days ago,"Seattle, WA, US",Technology,Private,46,Private,[],228336.0,46.0,small,,0,228336.0
data scientist,senior,,company_094,"Warsaw, Mazowieckie, Poland . Prague, Prague, Czechia . Kyiv, Kyiv City, Ukraine",3 months ago,"Seattle, WA, US",Technology,Private,330,€913.33M,"['pandas', 'pytorch', 'r', 'python', 'machine learning', 'tensorflow']",86774.0,330.0,small,pandas|pytorch|r|python|machine learning|tensorflow,6,86774.0
data scientist,senior,on-site,company_095,On-site,3 months ago,"Sunnyvale, CA, US",Technology,Private,5,Private,[],191806.0,5.0,small,,0,191806.0
data scientist,senior,on-site,company_096,"San Francisco, California, United States . On-site",20 days ago,"San Francisco, CA, US",Finance,Private,950,€11.43B,[],273999.0,950.0,small,,0,273999.0
data scientist,,,company_098,"Bangalore, Karnataka",5 months ago,"Bengaluru, KA, IN",Technology,Private,750,€4.93B,[],41302.0,750.0,small,,0,41302.0
data scientist,senior,hybrid,company_099,"Toronto, Ontario, Canada . Hybrid",7 days ago,"Calgary, AB, CA",Technology,Public,"23,860",€27.92B,"['sql', 'tableau', 'python']",79194.0,23860.0,large,sql|tableau|python,3,102952.2
data scientist,senior,on-site,company_100,"Rock Island, IL . On-site",3 months ago,"Hook, GB",Technology,Public,"28,840",Public,"['scikit-learn', 'r', 'python', 'java', 'machine learning']",129442.0,28840.0,large,scikit-learn|r|python|java|machine learning,5,168274.6
data scientist,midlevel,,company_101,"Cambridge, England, United Kingdom",8 days ago,"Cambridge, GB",Education,,"10,933",Education,[],31175.0,10933.0,medium,,0,34292.5
data scientist,midlevel,remote,company_103,"Oregon, United States . Fully Remote",4 days ago,"Beaverton, OR, US",Manufacturing,Public,"99,620",€133.03B,"['pandas', 'powerbi', 'r', 'python', 'sql', 'neural network', 'machine learning', 'deep learning', 'tableau']",98368.0,99620.0,large,pandas|powerbi|r|python|sql|neural network|machine learning|deep learning|tableau,9,127878.40000000001
machine learning engineer,senior,,company_106,"Pune, Maharashtra, India",4 days ago,"København, DK",Logistics,Private,"38,090",€34.17B,"['spark', 'aws', 'powerbi', 'python', 'docker', 'sql', 'machine learning', 'gcp', 'kubernetes', 'deep learning', 'azure']",26757.0,38090.0,large,spark|aws|powerbi|python|docker|sql|machine learning|gcp|kubernetes|deep learning|azure,11,34784.1
data scientist,senior,,company_089,"Denver, CO",8 days ago,"Washington, DC, US",Finance,Public,"2,300",Public,"['aws', 'git', 'python', 'sql', 'machine learning']",159838.0,2300.0,medium,aws|git|python|sql|machine learning,5,175821.80000000002
data scientist,senior,on-site,company_112,"San Francisco, California, United States . On-site",a month ago,"San Francisco, CA, US",Technology,Private,420,€5.10B,[],148808.0,420.0,small,,0,148808.0
data scientist,lead,on-site,company_113,"Charlotte, NC",8 days ago,"Mooresville, NC, US",Retail,Public,"118,910",Public,"['sql', 'deep learning', 'machine learning']",193633.0,118910.0,large,sql|deep learning|machine learning,3,251722.9
data scientist,senior,hybrid,company_115,"Bengaluru, Karnataka, India . Hybrid",a month ago,"Frankfurt am Main, HE, DE",Finance,Public,"68,400",Public,"['pytorch', 'aws', 'python', 'sql', 'gcp', 'azure', 'tensorflow']",24205.0,68400.0,large,pytorch|aws|python|sql|gcp|azure|tensorflow,7,31466.5
data scientist,senior,,company_116,"Chennai, Tamil Nadu, India",2 days ago,"Dearborn, MI, US",Technology,Public,"187,540",€51.93B,"['pandas', 'numpy', 'pytorch', 'powerbi', 'git', 'scikit-learn', 'python', 'java', 'sql', 'neural network', 'gcp', 'machine learning', 'matplotlib', 'tensorflow']",13886.0,187540.0,large,pandas|numpy|pytorch|powerbi|git|scikit-learn|python|java|sql|neural network|gcp|machine learning|matplotlib|tensorflow,14,18051.8
data scientist,senior,on-site,company_119,"Menlo Park, CA . On-site",15 days ago,"West Menlo Park, CA, US",Finance,Public,"3,810",€7.94B,[],191804.0,3810.0,medium,,0,210984.40000000002
data scientist,midlevel,,company_014,"Berkeley, CA",15 days ago,"Berkeley, CA, US",Education,,"17,451",Education,"['machine learning', 'database']",122141.0,17451.0,medium,machine learning|database,2,134355.1
data scientist,senior,remote,company_121,"Remote, United States . Fully Remote",a month ago,"San Francisco, CA, US",Technology,Private,"1,290",€3.17B,[],174088.0,1290.0,medium,,0,191496.80000000002
data scientist,senior,on-site,company_100,"Rock Island, IL . On-site",3 months ago,"Hook, GB",Technology,Public,"28,810",Public,"['scikit-learn', 'r', 'python', 'java', 'machine learning']",129446.0,28810.0,large,scikit-learn|r|python|java|machine learning,5,168279.80000000002
data scientist,senior,remote,company_067,"San Francisco, CA, US . Remote, US . Fully Remote",4 days ago,"San Francisco, CA, US",Technology,Public,"5,320",€14.20B,[],306623.0,5320.0,medium,,0,337285.30000000005
data scientist,senior,,company_126,United States,15 days ago,"San Francisco, CA, US",Finance,Private,30,Private,[],28501.0,30.0,small,,0,28501.0
data scientist,senior,remote,company_021,Fully Remote,a day ago,"San Francisco, CA, US",Technology,Public,"5,550",€60.91B,[],255732.0,5550.0,medium,,0,281305.2
data scientist,,remote,company_129,Fully Remote,8 days ago,"New York, NY, US",Finance,Private,45,Private,[],228333.0,45.0,small,,0,228333.0
data scientist,senior,,company_022,"Pittsburgh, PA",7 days ago,"Charlotte, NC, US",Technology,Public,"103,070",€128.23B,"['python', 'java', 'sql', 'kubernetes', 'azure']",96819.0,103070.0,large,python|java|sql|kubernetes|azure,5,125864.7
data scientist,senior,on-site,company_134,"Seattle, WA . Seattle, Washington, États-Unis . Seattle, Washington, USA",a month ago,"Seattle, WA, US",Retail,Public,"865,416",€832.86B,"['amazon', 'r', 'python', 'machine learning', 'deep learning']",219201.0,865416.0,large,amazon|r|python|machine learning|deep learning,5,284961.3
machine learning engineer,,on-site,company_135,"Taipei, Taiwan . On-site",a day ago,TW,Technology,Private,530,Private,[],36340.0,530.0,small,,0,36340.0
data scientist,senior,hybrid,company_137,"Denver, CO . Hybrid",a month ago,"Denver, CO, US",Technology,Private,900,€913.33M,"['spark', 'r', 'python', 'database', 'machine learning']",138833.0,900.0,small,spark|r|python|database|machine learning,5,138833.0
data scientist,senior,remote,company_141,"Fort Worth, TX",a month ago,"Bethesda, MD, US",Technology,Public,"108,670",€116.78B,['machine learning'],132436.0,108670.0,large,machine learning,1,172166.80000000002
data scientist,senior,hybrid,company_145,"Austin, Texas . Hybrid",a day ago,"San Jose, CA, US",Technology,Public,"2,760",Public,[],200936.0,2760.0,medium,,0,221029.6
data scientist,senior,hybrid,company_146,"Toronto, ON . Hybrid",11 days ago,"San Francisco, CA, US",Finance,Private,780,€11.80B,[],210981.0,780.0,small,,0,210981.0
data scientist,senior,,company_148,"Orlando, FL",5 days ago,"Charlotte, NC, US",Finance,Public,"14,090",€55.90B,"['spark', 'r', 'python', 'sql', 'hadoop', 'machine learning']",88185.0,14090.0,medium,spark|r|python|sql|hadoop|machine learning,6,97003.50000000001
data scientist,senior,on-site,company_153,United States,15 days ago,"San Jose, CA, US",Technology,Private,900,Private,"['pytorch', 'spark', 'aws', 'scikit-learn', 'python', 'docker', 'deep learning', 'java', 'sql', 'machine learning', 'gcp', 'kubernetes', 'hadoop', 'azure', 'tensorflow']",253909.0,900.0,small,pytorch|spark|aws|scikit-learn|python|docker|deep learning|java|sql|machine learning|gcp|kubernetes|hadoop|azure|tensorflow,15,253909.0
data scientist,lead,remote,company_155,"All, MO",15 days ago,"Chicago, IL, US",Technology,Public,"2,570",Public,"['aws', 'scikit-learn', 'python', 'sql', 'machine learning', 'tensorflow']",182666.0,2570.0,medium,aws|scikit-learn|python|sql|machine learning|tensorflow,6,200932.6
machine learning engineer,,on-site,company_156,"Mountain View, California (HQ) . On-site",8 days ago,"Mountain View, CA, US",Technology,Private,900,€8.10B,[],208239.0,900.0,small,,0,208239.0
data scientist,senior,on-site,company_158,"Reston, VA",4 days ago,"Falls Church, VA, US",Technology,Private,"21,690",Private,"['aws', 'git', 'python', 'java', 'kubernetes', 'machine learning']",225989.0,21690.0,large,aws|git|python|java|kubernetes|machine learning,6,293785.7
data scientist,senior,remote,company_159,Fully Remote,2 months ago,"Roseville, CA, US",Technology,Private,900,€11.41B,[],155271.0,900.0,small,,0,155271.0
data scientist,senior,hybrid,company_164,"Redwood City, US, California . Hybrid",2 months ago,"München, BY, DE",Technology,Private,"2,010",€12.32B,[],195453.0,2010.0,medium,,0,214998.30000000002
data scientist,senior,on-site,company_166,"Veldhoven, North Brabant, Netherlands . On-site",21 days ago,"Veldhoven, NB, NL",Technology,Public,"24,780",€173.21B,['r'],82371.0,24780.0,large,r,1,107082.3
data scientist,senior,remote,company_169,Fully Remote,4 days ago,"San Francisco, CA, US",Technology,Public,"4,080",€7.84B,[],224774.0,4080.0,medium,,0,247251.40000000002
data scientist,senior,,company_170,"Ridgefield, CT",10 days ago,"Ingelheim am Rhein, RP, DE",Technology,Public,"52,060",Public,"['pytorch', 'git', 'scikit-learn', 'python', 'docker', 'kubernetes', 'machine learning', 'tensorflow']",202766.0,52060.0,large,pytorch|git|scikit-learn|python|docker|kubernetes|machine learning|tensorflow,8,263595.8
data scientist,senior,,company_171,"Pune, Maharashtra, India",15 days ago,"Armonk, NY, US",Technology,Public,"524,608",€119.43B,"['pandas', 'pytorch', 'r', 'python', 'java', 'database', 'keras', 'machine learning', 'matplotlib', 'tensorflow']",52695.0,524608.0,large,pandas|pytorch|r|python|java|database|keras|machine learning|matplotlib|tensorflow,10,68503.5
data scientist,,on-site,company_173,"San Mateo, CA . On-site",a month ago,"Burlingame, CA, US",Technology,Private,126,Private,[],123302.0,126.0,small,,0,123302.0
data scientist,senior,on-site,company_176,On-site,11 days ago,"Mountain View, CA, US",Technology,Public,"2,790",Public,[],185414.0,2790.0,medium,,0,203955.40000000002
data scientist,senior,on-site,company_177,"Omaha, NE . Newport Beach, CA . Massachusetts, United States",a month ago,"Newport Beach, CA, US",Finance,Public,"4,010",Public,"['scikit-learn', 'python', 'sql', 'machine learning', 'tensorflow']",182654.0,4010.0,medium,scikit-learn|python|sql|machine learning|tensorflow,5,200919.40000000002
data scientist,senior,on-site,company_178,"Torrance, CA",3 days ago,"Torrance, CA, US",Technology,Public,"10,100",€36.69B,"['spark', 'r', 'python', 'hadoop', 'machine learning']",63942.0,10100.0,medium,spark|r|python|hadoop|machine learning,5,70336.20000000001
data scientist,senior,hybrid,company_179,"Los Angeles, CA . United States . San Francisco, CA . Hybrid",20 days ago,"Collingwood, VIC, AU",Technology,Private,150,€1.44B,['amazon'],214634.0,150.0,small,amazon,1,214634.0
data scientist,midlevel,remote,company_181,"San Francisco, CA",8 days ago,"San Francisco, CA, US",Technology,Public,"1,290",Public,"['tableau', 'sql', 'r', 'python']",141566.0,1290.0,medium,tableau|sql|r|python,4,155722.6
data scientist,senior,hybrid,company_182,"Navi Mumbai, Maharashtra, India . Hybrid",a month ago,"Chicago, IL, US",Finance,Public,"9,920",Public,"['pandas', 'numpy', 'pytorch', 'scikit-learn', 'python', 'docker', 'scipy', 'sql', 'machine learning', 'deep learning', 'matplotlib', 'tensorflow']",15542.0,9920.0,medium,pandas|numpy|pytorch|scikit-learn|python|docker|scipy|sql|machine learning|deep learning|matplotlib|tensorflow,12,17096.2
data scientist,senior,hybrid,company_183,"Tallinn, Harjumaa, Estonia . Hybrid",15 days ago,"Tallinn, EE",Technology,Private,"3,770",Private,"['pandas', 'numpy', 'spark', 'aws', 'scikit-learn', 'python', 'docker', 'airflow', 'sql', 'machine learning', 'deep learning']",61772.0,3770.0,medium,pandas|numpy|spark|aws|scikit-learn|python|docker|airflow|sql|machine learning|deep learning,11,67949.20000000001
data scientist,senior,on-site,company_184,"New York, NY",8 days ago,"New York, NY, US",Retail,Public,"130,040",€5.18B,['machine learning'],137004.0,130040.0,large,machine learning,1,178105.2
data scientist,senior,,company_185,"Fairfax, VA",2 months ago,"Falls Church, VA, US",Technology,Public,"97,010",€75.00B,"['pytorch', 'git', 'python', 'machine learning', 'keras', 'deep learning', 'tensorflow']",257744.0,97010.0,large,pytorch|git|python|machine learning|keras|deep learning|tensorflow,7,335067.2
data scientist,senior,hybrid,company_186,"New York, NY . Hybrid",8 days ago,"New York, NY, US",Technology,Public,830,€14.48B,"['database', 'sql', 'aws', 'python']",105040.0,830.0,small,database|sql|aws|python,4,105040.0
data scientist,midlevel,,company_192,United States,a month ago,"NY, US",Technology,Private,15,Private,"['amazon', 'spark', 'python', 'airflow', 'machine learning']",164407.0,15.0,small,amazon|spark|python|airflow|machine learning,5,164407.0
data scientist,senior,on-site,company_193,"Phoenix, AZ",3 days ago,"Phoenix, AZ, US",Energy,Public,"35,020",€37.86B,"['powerbi', 'aws', 'r', 'python', 'sql', 'machine learning']",82201.0,35020.0,large,powerbi|aws|r|python|sql|machine learning,6,106861.3
data scientist,,hybrid,company_196,Hybrid,7 months ago,"San Francisco, CA, US",Finance,Private,890,€12.43B,[],237831.0,890.0,small,,0,237831.0
data scientist,,on-site,company_197,"Bengaluru, Karnataka, India . On-site",22 days ago,"Palo Alto, CA, US",Technology,Private,180,€913.33M,[],27409.0,180.0,small,,0,27409.0
data scientist,lead,hybrid,company_199,"Austin, TX . Hybrid",15 days ago,"Toronto, ON, CA",Technology,Public,"19,470",€91.70B,"['java', 'sql', 'python']",109605.0,19470.0,medium,java|sql|python,3,120565.50000000001
data scientist,lead,hybrid,company_203,"Cincinnati, OH . Chicago, IL . Hybrid",a day ago,"Cincinnati, OH, US",Technology,Private,"1,230",Private,[],199795.0,1230.0,medium,,0,219774.50000000003
data scientist,senior,on-site,company_207,"Manassas, VA",14 days ago,"Boise, ID, US",Technology,Public,"40,060",€55.54B,"['aws', 'python', 'linux', 'sql', 'gcp', 'hadoop']",118737.0,40060.0,large,aws|python|linux|sql|gcp|hadoop,6,154358.1
data analyst,midlevel,,company_211,"Eindhoven, North Brabant, Netherlands",15 days ago,"Amsterdam, NH, NL",Healthcare,Public,"82,020",Public,['python'],69047.0,82020.0,large,python,1,89761.1
data scientist,senior,,company_212,"Cincinnati, OH",5 days ago,"Boston, MA, US",Technology,Public,"222,500",Public,"['azure', 'aws', 'machine learning', 'python']",135179.0,222500.0,large,azure|aws|machine learning|python,4,175732.7
machine learning engineer,,on-site,company_215,"San Francisco, CA . Seattle, WA . New York, NY . On-site",13 days ago,"San Francisco, CA, US",Technology,Private,580,€7.07B,[],296838.0,580.0,small,,0,296838.0
data scientist,lead,hybrid,company_221,"Bengaluru, Karnataka, India . Hybrid",8 days ago,"New York, NY, US",Technology,Private,900,Private,"['spark', 'r', 'python', 'java', 'sql', 'machine learning']",19096.0,900.0,small,spark|r|python|java|sql|machine learning,6,19096.0
data scientist,senior,,company_223,Raleigh-Durham-Chapel Hill Area,2 days ago,"New York, NY, US",Technology,Public,"10,010",Public,"['spark', 'aws', 'r', 'python', 'machine learning', 'hadoop', 'deep learning']",99560.0,10010.0,medium,spark|aws|r|python|machine learning|hadoop|deep learning,7,109516.00000000001
data scientist,senior,hybrid,company_092,"McLean, VA . Hybrid",5 days ago,"Toronto, ON, CA",Technology,Public,"24,030",Public,"['java', 'machine learning', 'r', 'python']",172407.0,24030.0,large,java|machine learning|r|python,4,224129.1
data scientist,,remote,company_225,Fully Remote,7 days ago,"San Francisco, CA, US",Retail,Private,"12,300",€35.97B,[],137001.0,12300.0,medium,,0,150701.1
data scientist,senior,on-site,company_226,"Rochester, New York Metropolitan Area",22 days ago,"Rochester, NY, US",Education,,"9,320",Education,"['deep learning', 'machine learning']",77273.0,9320.0,medium,deep learning|machine learning,2,85000.3
data scientist,senior,on-site,company_227,"Denver, CO",15 days ago,"Denver, CO, US",Healthcare,Public,"24,020",€6.34B,"['pytorch', 'aws', 'r', 'python', 'docker', 'scikit-learn', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow']",100834.0,24020.0,large,pytorch|aws|r|python|docker|scikit-learn|sql|machine learning|gcp|deep learning|azure|tensorflow,12,131084.2
